,Serial,Model,Target Timestamp,FAULT-10W,FAULT-9W,FAULT-8W,FAULT-7W,FAULT-6W,FAULT-5W,FAULT-4W,FAULT-3W,FAULT-2W,FAULT-1W,CLEANING-10W,CLEANING-9W,CLEANING-8W,CLEANING-7W,CLEANING-6W,CLEANING-5W,CLEANING-4W,CLEANING-3W,CLEANING-2W,CLEANING-1W,TARGET
179,1625343,model 10,2017-10-15 00:00:00,507.0,403.0,373.0,229.0,328.0,325.0,316.0,397.0,340.0,383.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,397.0
180,1554481,model 20,2017-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,398.0,1138.0,1057.0,1019.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0
181,1555490,model 13,2017-10-22 00:00:00,5.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,5.0,8.0,9.0,12.0,7.0,9.0,9.0,8.0,10.0,10.0,6.0
182,1558041,model 18,2017-10-22 00:00:00,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,252.0,300.0,647.0,363.0,775.0,1643.0,1282.0,415.0,5.0,445.0,0.0
183,1612713,model 18,2017-10-22 00:00:00,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,304.0,4.0,331.0,3.0,1074.0,370.0,851.0,394.0,771.0,402.0,2.0
184,1625343,model 10,2017-10-22 00:00:00,403.0,373.0,229.0,328.0,325.0,316.0,397.0,340.0,383.0,397.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,450.0
185,1554481,model 20,2017-10-29 00:00:00,0.0,0.0,0.0,0.0,398.0,1138.0,1057.0,1019.0,1129.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0
186,1555490,model 13,2017-10-29 00:00:00,3.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,8.0,9.0,12.0,7.0,9.0,9.0,8.0,10.0,10.0,10.0,2.0
187,1558041,model 18,2017-10-29 00:00:00,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,647.0,363.0,775.0,1643.0,1282.0,415.0,5.0,445.0,439.0,0.0
188,1612713,model 18,2017-10-29 00:00:00,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,331.0,3.0,1074.0,370.0,851.0,394.0,771.0,402.0,1134.0,2.0
189,1625343,model 10,2017-10-29 00:00:00,373.0,229.0,328.0,325.0,316.0,397.0,340.0,383.0,397.0,450.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,502.0
190,1554481,model 20,2017-11-05 00:00:00,0.0,0.0,0.0,398.0,1138.0,1057.0,1019.0,1129.0,1104.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0
191,1555490,model 13,2017-11-05 00:00:00,2.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,2.0,9.0,12.0,7.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,1.0
192,1558041,model 18,2017-11-05 00:00:00,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,647.0,363.0,775.0,1643.0,1282.0,415.0,5.0,445.0,439.0,4.0,3.0
193,1612713,model 18,2017-11-05 00:00:00,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,331.0,3.0,1074.0,370.0,851.0,394.0,771.0,402.0,1134.0,1593.0,1.0
194,1625343,model 10,2017-11-05 00:00:00,229.0,328.0,325.0,316.0,397.0,340.0,383.0,397.0,450.0,502.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,418.0
195,1554481,model 20,2017-11-12 00:00:00,0.0,0.0,398.0,1138.0,1057.0,1019.0,1129.0,1104.0,1130.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
196,1555490,model 13,2017-11-12 00:00:00,2.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,12.0,7.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,1.0
197,1558041,model 18,2017-11-12 00:00:00,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,363.0,775.0,1643.0,1282.0,415.0,5.0,445.0,439.0,4.0,428.0,1.0
198,1612713,model 18,2017-11-12 00:00:00,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1074.0,370.0,851.0,394.0,771.0,402.0,1134.0,1593.0,1959.0,0.0
199,1625343,model 10,2017-11-12 00:00:00,328.0,325.0,316.0,397.0,340.0,383.0,397.0,450.0,502.0,418.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,514.0
200,1554481,model 20,2017-11-19 00:00:00,0.0,398.0,1138.0,1057.0,1019.0,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,1555490,model 13,2017-11-19 00:00:00,3.0,0.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,1.0,7.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,2.0
202,1558041,model 18,2017-11-19 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,775.0,1643.0,1282.0,415.0,5.0,445.0,439.0,4.0,428.0,844.0,2.0
203,1612713,model 18,2017-11-19 00:00:00,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1074.0,370.0,851.0,394.0,771.0,402.0,1134.0,1593.0,1959.0,395.0,2.0
204,1625343,model 10,2017-11-19 00:00:00,325.0,316.0,397.0,340.0,383.0,397.0,450.0,502.0,418.0,514.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,416.0
205,1554481,model 20,2017-11-26 00:00:00,398.0,1138.0,1057.0,1019.0,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1555490,model 13,2017-11-26 00:00:00,0.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,1.0,2.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,12.0,0.0
207,1558041,model 18,2017-11-26 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1643.0,1282.0,415.0,5.0,445.0,439.0,4.0,428.0,844.0,436.0,18.0
208,1612713,model 18,2017-11-26 00:00:00,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,370.0,851.0,394.0,771.0,402.0,1134.0,1593.0,1959.0,395.0,1124.0,4.0
209,1625343,model 10,2017-11-26 00:00:00,316.0,397.0,340.0,383.0,397.0,450.0,502.0,418.0,514.0,416.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,367.0
210,1554481,model 20,2017-12-03 00:00:00,1138.0,1057.0,1019.0,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1555490,model 13,2017-12-03 00:00:00,3.0,1.0,2.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,9.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,12.0,4.0,1.0
212,1558041,model 18,2017-12-03 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,18.0,1282.0,415.0,5.0,445.0,439.0,4.0,428.0,844.0,436.0,818.0,10.0
213,1612713,model 18,2017-12-03 00:00:00,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,851.0,394.0,771.0,402.0,1134.0,1593.0,1959.0,395.0,1124.0,778.0,4.0
214,1625343,model 10,2017-12-03 00:00:00,397.0,340.0,383.0,397.0,450.0,502.0,418.0,514.0,416.0,367.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,303.0
215,1554481,model 20,2017-12-10 00:00:00,1057.0,1019.0,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,1555490,model 13,2017-12-10 00:00:00,1.0,2.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,12.0,4.0,9.0,0.0
217,1558041,model 18,2017-12-10 00:00:00,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,18.0,10.0,415.0,5.0,445.0,439.0,4.0,428.0,844.0,436.0,818.0,1178.0,28.0
218,1612713,model 18,2017-12-10 00:00:00,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,394.0,771.0,402.0,1134.0,1593.0,1959.0,395.0,1124.0,778.0,340.0,0.0
219,1625343,model 10,2017-12-10 00:00:00,340.0,383.0,397.0,450.0,502.0,418.0,514.0,416.0,367.0,303.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,276.0
220,1554481,model 20,2017-12-17 00:00:00,1019.0,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,1555490,model 13,2017-12-17 00:00:00,2.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,12.0,4.0,9.0,8.0,2.0
222,1558041,model 18,2017-12-17 00:00:00,0.0,0.0,0.0,0.0,3.0,1.0,2.0,18.0,10.0,28.0,5.0,445.0,439.0,4.0,428.0,844.0,436.0,818.0,1178.0,3.0,33.0
223,1612713,model 18,2017-12-17 00:00:00,2.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,0.0,771.0,402.0,1134.0,1593.0,1959.0,395.0,1124.0,778.0,340.0,4.0,0.0
224,1625343,model 10,2017-12-17 00:00:00,383.0,397.0,450.0,502.0,418.0,514.0,416.0,367.0,303.0,276.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,424.0
225,1554481,model 20,2017-12-24 00:00:00,1129.0,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,1555490,model 13,2017-12-24 00:00:00,0.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,10.0,10.0,10.0,8.0,8.0,12.0,4.0,9.0,8.0,11.0,4.0
227,1558041,model 18,2017-12-24 00:00:00,0.0,0.0,0.0,3.0,1.0,2.0,18.0,10.0,28.0,33.0,445.0,439.0,4.0,428.0,844.0,436.0,818.0,1178.0,3.0,1.0,151.0
228,1612713,model 18,2017-12-24 00:00:00,2.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,402.0,1134.0,1593.0,1959.0,395.0,1124.0,778.0,340.0,4.0,1.0,0.0
229,1625343,model 10,2017-12-24 00:00:00,397.0,450.0,502.0,418.0,514.0,416.0,367.0,303.0,276.0,424.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,451.0
230,1554481,model 20,2017-12-31 00:00:00,1104.0,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1555490,model 13,2017-12-31 00:00:00,6.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,10.0,10.0,8.0,8.0,12.0,4.0,9.0,8.0,11.0,9.0,1.0
232,1558041,model 18,2017-12-31 00:00:00,0.0,0.0,3.0,1.0,2.0,18.0,10.0,28.0,33.0,151.0,439.0,4.0,428.0,844.0,436.0,818.0,1178.0,3.0,1.0,1183.0,8.0
233,1612713,model 18,2017-12-31 00:00:00,2.0,2.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1134.0,1593.0,1959.0,395.0,1124.0,778.0,340.0,4.0,1.0,929.0,0.0
234,1625343,model 10,2017-12-31 00:00:00,450.0,502.0,418.0,514.0,416.0,367.0,303.0,276.0,424.0,451.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,418.0
235,1554481,model 20,2018-01-07 00:00:00,1130.0,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1555490,model 13,2018-01-07 00:00:00,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,10.0,8.0,8.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,0.0
237,1558041,model 18,2018-01-07 00:00:00,0.0,3.0,1.0,2.0,18.0,10.0,28.0,33.0,151.0,8.0,4.0,428.0,844.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,44.0
238,1612713,model 18,2018-01-07 00:00:00,2.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1593.0,1959.0,395.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,0.0
239,1625343,model 10,2018-01-07 00:00:00,502.0,418.0,514.0,416.0,367.0,303.0,276.0,424.0,451.0,418.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,492.0
240,1554481,model 20,2018-01-14 00:00:00,1117.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1555490,model 13,2018-01-14 00:00:00,1.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,8.0,8.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,1.0
242,1558041,model 18,2018-01-14 00:00:00,3.0,1.0,2.0,18.0,10.0,28.0,33.0,151.0,8.0,44.0,428.0,844.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,0.0
243,1612713,model 18,2018-01-14 00:00:00,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1959.0,395.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,0.0
244,1625343,model 10,2018-01-14 00:00:00,418.0,514.0,416.0,367.0,303.0,276.0,424.0,451.0,418.0,492.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,192.0
245,1554481,model 20,2018-01-21 00:00:00,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1555490,model 13,2018-01-21 00:00:00,1.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,8.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0
247,1558041,model 18,2018-01-21 00:00:00,1.0,2.0,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,844.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,21.0
248,1612713,model 18,2018-01-21 00:00:00,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0
249,1625343,model 10,2018-01-21 00:00:00,514.0,416.0,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,246.0
250,1554481,model 20,2018-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,1555490,model 13,2018-01-28 00:00:00,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,0.0
252,1558041,model 18,2018-01-28 00:00:00,2.0,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,1.0
253,1612713,model 18,2018-01-28 00:00:00,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,0.0
254,1625343,model 10,2018-01-28 00:00:00,416.0,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,106.0
255,1554481,model 20,2018-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1555490,model 13,2018-02-04 00:00:00,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,3.0,0.0
257,1558041,model 18,2018-02-04 00:00:00,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,1.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,48.0,0.0
258,1612713,model 18,2018-02-04 00:00:00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,57.0,0.0
259,1625343,model 10,2018-02-04 00:00:00,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,106.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
260,1554481,model 20,2018-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1555490,model 13,2018-02-11 00:00:00,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,3.0,0.0,0.0
262,1558041,model 18,2018-02-11 00:00:00,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,1.0,0.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,48.0,167.0,29.0
263,1612713,model 18,2018-02-11 00:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,57.0,37.0,0.0
264,1625343,model 10,2018-02-11 00:00:00,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,106.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
